time,delta,volume_R,up_tail,down_tail
10:00:00,-0.025107777202959536,1.2075771682952487,18.315934065937014,24.166208791212696
11:00:00,0.33321006274380505,1.7990490802021335,1.124593044287081,2.733812206087533
12:00:00,-0.7675272337559269,1.6206341847770405,0.2920017022420418,0.34000044795844064
13:00:00,0.04433306030127149,1.091157160982319,10.136328125000496,7.74453125000052
14:00:00,-1.5041451831456665,1.9387737908026315,0.0,0.04304578579569587
15:00:00,2.602166629101643,1.8724146235486137,0.03308582586193661,0.1210331804147038
16:00:00,-1.1872329364181144,1.9336355543928132,0.4499689696479948,0.0
17:00:00,-1.062352286089796,1.6852764529852864,0.1805850282393603,0.24280957200221895
18:00:00,-0.35711938303792934,1.7715279281474678,0.9725657636434839,1.9630938358853356
19:00:00,-1.7974670184696562,2.2168320300685855,0.2074166388632692,0.223872980982474
20:00:00,-0.9979555113245775,4.426883028155427,1.7949132163116894e-05,3.6275196094269013
21:00:00,0.7485842485209337,1.009285770612417,0.3529340680587735,0.5195765661252776
22:00:00,1.0596617565850508,1.0194543401890845,0.00981222885032683,0.4299925433839398
23:00:00,-0.7199489931731473,1.0635040891850922,0.011293558213828728,0.8002575723802959
00:00:00,-0.5918595903644963,1.174806467759849,1.9085076117550615,0.08171665506491847
01:00:00,0.1665136210590834,1.158738269342483,2.788278546712634,4.3619160899652405
02:00:00,-1.7019680224218403,1.3378467800977065,0.3879049037313965,0.11362124140553378
03:00:00,0.9379963115792034,0.9905798379057751,0.27233204663314164,0.27940889772683175
04:00:00,0.36133823958619526,0.6655747650890252,1.0126353790613556,0.7150020056157084
05:00:00,-1.0007935442038152,0.8340873659403096,0.2892392049348851,0.40025612351645684
06:00:00,1.5964405791626168,0.7209515696866874,0.13697892191134894,0.0771373227732791
07:00:00,0.13401375781252334,0.5517712631470003,1.2863265032810751,3.189500468729196
08:00:00,-0.7015955275973651,0.7837999422025355,0.30954935622316965,0.4531729000613079
09:00:00,0.9902459126025498,0.6974574881864343,0.2434698601921211,0.05862087821949323
10:00:00,-0.10316353887399599,0.740311979878727,5.414862289970227,1.8040879958426412
11:00:00,-1.1016190429161243,0.8572107276342844,0.2140386208240628,0.11621977165315528
12:00:00,0.2690652240298741,1.2007572950844319,0.20236654565012072,3.0627269060105498
13:00:00,0.651615895920421,1.2790426990444663,0.009829710646553974,1.3792330056763356
14:00:00,-0.1231123328335082,0.9987926552270987,2.3439138031450573,2.7488351776353057
15:00:00,0.6577434811192218,0.887647434710011,0.31311394891944716,0.3917812704649455
16:00:00,-0.0859599620214202,1.1718738400601743,10.824041122973053,4.666666666666523
17:00:00,0.6777245501287998,0.5824814793578685,0.379213187276185,0.18709184748263086
18:00:00,-0.012425594881992907,0.6012457590709956,45.38461538463587,18.300569800578312
19:00:00,0.44021500191460117,0.6412702303012858,1.0129671391752624,0.16067976804124315
20:00:00,0.33049685547024144,0.41966115285924993,0.21697105628536226,0.7841503791519929
21:00:00,-0.5003309914420773,0.4989232421879999,0.21539327027880176,0.7361555500861434
22:00:00,-0.20152065171190614,0.3587675737600631,1.0084232692814465,0.739843818548778
23:00:00,0.46850103408604404,0.4899365386302323,0.4105880128568839,0.7039894119871718
00:00:00,1.1933783609117343,0.9810521998063788,0.01897702001483011,0.1670867309117822
01:00:00,-0.5435009897677423,0.41936762343701484,0.0589932670727855,0.33571657582561193
02:00:00,0.22538646314604893,0.4760235162607011,1.3007384376214117,0.821609016712034
03:00:00,1.0648042774676014,0.8735122865839955,0.17900443568259955,0.3087727944800324
04:00:00,-0.7013814355063541,0.8690480345790623,0.5740046551512875,0.1622932745314167
05:00:00,-0.22375101815858,0.5997400880361169,1.1087498053869007,0.5285692044216248
06:00:00,-0.34759618297142136,0.5574830723049359,0.7061128133005385,0.6026420211964705
07:00:00,0.16993690085198576,0.5055092995198662,1.215750953509871,1.5111844139778936
08:00:00,-0.31245075599440897,0.9227340182509698,0.4671115347950138,1.660460943195187
09:00:00,-0.17811038773747345,0.7662853064204977,2.6069364161847584,0.8938963456450644
10:00:00,-1.3715524447403316,1.4873779634380284,0.008790589200134044,0.10314205899689668
11:00:00,0.6336642344038967,0.7946039998406476,0.16294504752799152,0.07930704764048822
12:00:00,-0.1976552652763086,0.9430359257155393,1.7016663680344943,1.0431822254076974
13:00:00,0.7586172144858905,1.6956619322973792,0.29071943119095234,1.2525961268594066
14:00:00,-1.190286680284569,1.2216963208086338,0.1492440157410377,0.09033346154983794
15:00:00,-1.0183372344554686,1.9145446625813232,0.10141757087853857,0.42115855792789786
16:00:00,-0.8473973567108106,2.487314125806434,0.3799851269520789,1.3156060767024338
17:00:00,-0.26486290176139793,1.1731892726213824,1.9356785297949355,1.2310224233696403
18:00:00,-1.425639072364171,2.1921863751550394,0.34338003346062557,0.6702724103140513
19:00:00,0.6044204478961701,1.3942388446715464,0.2940259740259776,1.7884186401833524
20:00:00,-0.016284683438239078,0.819183406094771,24.064345991552777,45.57067510546929
21:00:00,0.18823165622741111,0.48631514101938106,1.9500536533020922,1.2653399668324705
22:00:00,-2.964938968512887,5.085560591189269,0.12984243353340946,0.8546667243606737
23:00:00,-6.3245937662375855,4.663435555395443,0.0014155592056138459,0.3261221442436924
00:00:00,0.13759240709285692,5.631621710862539,11.893085501858701,59.48594795539034
01:00:00,1.7279921069587756,1.9570424121940098,0.06737134066753397,0.4010698303188523
02:00:00,-0.45314741898559996,1.1619288181798233,1.3828518826984824,1.0960417305922225
03:00:00,0.36563554751383176,1.4291692598294228,0.26628602501359855,3.9311582381728623
04:00:00,-0.045030284996327996,1.156542173715432,23.098498233216013,6.744699646643475
05:00:00,0.8651572776294358,0.7364000626630447,0.4010904675723439,0.018533366933183387
06:00:00,0.8432545530715485,0.7456335058192122,0.033199289254662694,0.3370663050593796
07:00:00,-0.8314487551261629,0.5709990095070129,0.08894044856921156,0.5232370104759915
08:00:00,-1.5983617509238934,1.0489152472530865,0.08670371007793734,0.09822240798564348
09:00:00,-1.5678745364906876,1.8231093595531667,0.4567232991161268,0.6037214396698829
